31,참치비빔밥롤,굽기,밥,,468.1,19.83,8.57,2.72,171.7,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00226_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00226_1.png,"재료 멥쌀(60g), 완두콩(30g), 달걀(80g), 주키니호박(15g)
당근(15g), 가지(15g), 참치(25g), 김밥용 김(2g), 케일(3g)
참치밑간 후춧가루(3g), 올리브유(5g)
사과드레싱 식초(3g), 굵게 다진 사과(8g), 로즈마리(2g), 꿀(5g)
토마토소스 토마토(50g), 고추(5g)","1. 쌀을 물에 불린 뒤 완두콩을 함께
넣고 밥을 짓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00226_1.png,"2. 달걀을 풀어 체에 내린 뒤 지단을
부치면서 반 정도 익었을 때 그 위에
얇게 썬 주키니호박, 당근, 가지를
올려 익힌다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00226_2.png,"3. 참치를 참치밑간에 재운 뒤 겉만
살짝 익힌다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00226_3.png,"4. 김에 밥을 올리고, 뒤집어 참치를
올려 만 뒤 그 위에 지단을 올려
한 번 더 만다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00226_4.png,"5. 사과드레싱을 만들고,
토마토소스 재료를 간 뒤 체에
거른다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00226_5.png,"6. 참치비빔밥롤을 담은 뒤
토마토소스를 곁들이고, 케일에
사과드레싱을 뿌려 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00226_6.png,,,,,,,,,,,,,,,,,,,
32,연어주먹밥튀김,튀기기,밥,,660.2,25.1,6.56,6.75,537.1,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00228_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00228_1.png,"재료 당근(30g), 피망(30g), 양파(30g), 밥(100g), 마요네즈(20g)
통조림 연어(1캔=130g), 식초(10g), 데리야키소스(15g)
달걀(40g), 빵가루(60g), 어린잎채소(50g)
오리엔탈소스 식초(10g), 레몬즙(15g), 간장(10g), 다진 마늘(10g), 꿀(10g)
올리브유(20g), 참깨(5g)","1. 당근, 피망, 양파를 잘게 다진 뒤
기름에 살짝 볶아 밥에
마요네즈(10g)와 함께 넣어 섞는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00228_1.png,"2. 통조림 연어는 기름기를 빼고,
식초를 넣은 끓는 물에서 30초 정도
데친다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00228_2.png,"3. 데리야키소스와 마요네즈(10g)에
연어를 넣고 버무려 양념한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00228_3.png,"4. 밥을 동그랗게 빚은 뒤 가운데에
연어를 넣고 주먹밥을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00228_4.png,"5. 달걀물과 빵가루를 입혀 160℃로
예열한 기름에 바삭하게 튀긴다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00228_5.png,"6. 연어주먹밥튀김을 담고
어린잎채소를 곁들인 뒤
오리엔탈소스를 곁들여 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00228_6.png,,,,,,,,,,,,,,,,,,,
33,오징어불고기김밥,끓이기,밥,,452.2,14.5,13.9,3.42,244.4,우둔살,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00229_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00229_1.png,"재료 오징어 몸통(130g), 파프리카(30g), 당근(20g), 피망(30g), 밥(200g)
채 썬 쇠고기(우둔살, 60g), 달걀(50g), 김(2g), 깻잎(20g), 새송이버섯(30g)
양념 참기름(15g), 고추장(3g), 매실청(15g)","1. 오징어 몸통 안쪽에 칼집을 내고
끓는 물에 데친다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00229_1.png,"2. 파프리카와 당근, 피망은 작게 다져
볶은 뒤 밥에 넣어 섞는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00229_2.png,3. 쇠고기는 참기름에 볶는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00229_3.png,"4. 달걀을 풀어 약한 불로 달군 팬에
부은 뒤 김가루를 뿌려 지단을
부치고, 바닥이 익으면 깻잎과
밥을 올린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00229_4.png,"5. 데친 오징어, 볶은 쇠고기 순으로
올려 만 뒤 랩으로 싼다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00229_5.png,"6. 고추장과 매실청을 섞은 뒤 팬에
넣고 약한 불에서 끓여 소스를
만들고 한입 크기로 썬 김밥에
구운 버섯을 함께 곁들여
마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00229_6.png,,,,,,,,,,,,,,,,,,,
34,닭가슴살청포묵비빔밥,끓이기,밥,,421.5,28.1,5.19,1.27,104,가슴살,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00230_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00230_1.png,"재료 닭가슴살(40g), 양배추(10g), 청포묵(30g), 숙주(30g)
쌀(80g), 달걀지단(20g), 무순(5g)
닭고기 삶는 재료 된장(3g), 마늘(5g), 후춧가루(0.1g), 소금(0.1g)
비빔소스 저염간장(4g), 참기름(1g)","1. 닭고기 삶는 재료를 물(100g)에 넣어
끓이다가 닭가슴살을 넣고 삶아
한입 크기로 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00230_1.png,"2. 양배추는 곱게 채 썰고, 청포묵은
먹기 좋은 크기로 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00230_2.png,3. 숙주는 끓는 물에 데쳐 물기를 뺀다,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00230_3.png,4. 비빔소스를 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00230_4.png,5. 쌀에 물을 붓고 밥을 짓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00230_5.png,"6. 밥 위에 닭가슴살, 양배추, 청포묵,
숙주, 달걀지단, 무순을 담아
마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00230_6.png,,,,,,,,,,,,,,,,,,,
35,두부달걀덮밥,끓이기,밥,,669.4,19.35,3.91,6.2,311.6,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00231_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00231_1.png,"재료 두부(50g), 가지(20g), 표고버섯(30g), 양파(10g), 달걀(15g)
밥(200g), 가다랑어포(1g)
육수 재료 물(200g), 다시마(1g), 가다랑어포(1g)
양념 후춧가루(0.1g), 녹말가루(1g), 청주(1g), 설탕(1g), 간장(2g), 녹말물(18g)","1. 찬물에 다시마를 넣고 끓여 건져
내고 불을 끈 후 가다랑어포를
넣어 우려 육수를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00231_1.png,"2. 두부, 가지는 깍둑 썰고, 표고버섯,
양파는 채 썰고, 달걀은 곱게 푼다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00231_2.png,"3. 두부, 가지는 물기를 제거한 뒤
후춧가루로 밑간하고 녹말가루를
얇게 입혀 식용유를 두른 팬에서
구워 건진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00231_3.png,"4. 육수(1컵)에 청주, 설탕, 간장을 넣고
표고버섯, 양파를 넣고 조려 덮밥
소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00231_4.png,"5. 달걀물을 붓고 익을 때까지 저은 후
녹말물을 넣어 되직하게 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00231_5.png,"6. 밥을 그릇에 담고 덮밥소스를
곁들인 후 두부, 가지, 가다랑어포를
얹어 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00231_6.png,,,,,,,,,,,,,,,,,,,
36,고구마두부스테이크,굽기,반찬,,741.4,20.8,7.8,11,216.6,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00235_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00235_1.png,"스테이크재료 두부(200g), 고구마(130g), 마늘(15g), 대파(20g)
양파(60g), 다진 견과류(20g), 찹쌀가루(30g)
청국장소스 양송이버섯(20g), 다시마육수(80g), 청국장(15g)
유 자청(10g), 녹말가루(5g)","1. 두부는 물기를 없앤 뒤 체에 밭쳐
으깬 뒤 칼등으로 한 번 더 으깬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00235_1.png,2. 고구마는 삶아 껍질을 벗겨 으깬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00235_2.png,"3. 마늘, 대파, 양파는 잘게 다진 뒤
식용유(5g)를 두른 팬에서 살짝 볶아
키친타월에 밭쳐 물기를 제거하며
식힌다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00235_3.png,"4. 볶은 채소, 두부, 고구마,
다진 견과류, 찹쌀가루를 섞은 뒤
반죽해 둥글 납작하게 모양을
빚고, 식용유(15g)를 두른 팬에서
앞뒤로 노릇하게 굽는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00235_4.png,5. 양송이버섯은 채 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00235_5.png,"6. 다시마육수에 청국장, 유자청,
녹말가루, 양송이버섯을 넣고 조린
청국장소스를 곁들여 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00235_6.png,,,,,,,,,,,,,,,,,,,
37,꽁치채소말이,굽기,반찬,,523,10.3,13.7,12.6,93.7,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00238_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00238_1.png,"재료 꽁치살(200g), 마늘종(30g), 양파(40g), 파프리카(100g)
밀가루(30g), 깻잎(3g), 무순(8g), 새싹(8g)
오렌지소스 오렌지(200g), 레몬즙(15g), 설탕(0.3g), 고운 소금(0.3g)","1. 꽁치는 머리와 꼬리를 떼어 내고
포 뜨듯이 길게 살만 발라내 잔뼈를
발라 쌀뜨물에 담갔다 건져 물기를
제거한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00238_1.png,"2. 오렌지를 간 뒤 레몬즙과 설탕,
소금을 섞어 오렌지소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00238_2.png,"3. 마늘종은 꽁치 폭에 맞춰 썰고,
양파와 파프리카도 채 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00238_3.png,"4. 수분을 제거한 꽁치에 밀가루를
묻혀 깻잎→마늘종→양파→
파프리카 순으로 올려 돌돌 말아
꼬치로 꽂아 고정한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00238_4.png,"5. 밀가루를 묻히고 달군 팬에
앞뒤가 노릇노릇하게 익힌다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00238_5.png,"6. 소스를 팬에 넣고 끓이다가 꽁치
꼬치를 넣고 졸인 뒤 그릇에 무순,
새싹과 함께 담아 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00238_6.png,,,,,,,,,,,,,,,,,,,
38,견과류통삼겹살찜,찌기,반찬,,745.4,6,14.9,29,282.4,삼겹살,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00241_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00241_1.png,"재료 돼지고기(통삼겹살, 200g), 땅콩(15g), 아몬드(5g), 말린 자두(15g)
호두(15g), 새우젓(5g), 마늘(20g), 파프리카(45g), 부추(15g)
돼지고기 밑간 간장(5g), 참기름(5g), 후춧가루(1g)
양념 들기름(5g), 고춧가루(5g)
소스 설탕(15g), 맛술(10g), 간장(5g), 닭육수(50g), 다진 마늘(5g)
다진 양파(10g), 다진 생강(5g), 다진 당근(5g)","1. 통삼겹살은 속을 판 뒤 땅콩, 아몬드,
말린 자두, 호두로 채운 뒤
돼지고기 밑간에 재워 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00241_1.png,"2. 통삼겹살을 김 오른 찜기에 넣어
찐다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00241_2.png,"3. 물기를 뺀 새우젓과 편 썬
마늘을 기름에 튀긴다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00241_3.png,4. 소스 재료를 끓인다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00241_4.png,"5. 파프리카는 채 썰고, 부추는 먹기
좋은 크기로 썰어 들기름과
고춧가루에 버무린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00241_5.png,"6. 통삼겹살을 먹기 좋은 크기로 썰어
부추, 파프리카 위에 놓고 튀긴
새우젓과 마늘을 올린 뒤 소스를
곁들여 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00241_6.png,,,,,,,,,,,,,,,,,,,
39,차돌박이볶음,볶기,반찬,,581.7,8.54,8.22,33.2,527.9,차돌박이,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00252_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00252_1.png,"재료 차돌박이(100g), 파프리카(15g), 양파(10g), 부추(5g), 해초(50g)
소스1 발사믹식초(5g), 매실청(5g), 올리브유(5g)
소스2 마요네즈(10g), 연겨자(5g)
소스3 유자청(10g), 식초(5g)
고기 밑간 설탕(1.5g), 후춧가루(0.1g), 저염 간장(3g), 배(10g), 양파(5g)
해초 밑간 설탕(2g), 식초(5g)",1. 차돌박이는 고기 밑간에 재워둔다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00252_1.png,"2. 파프리카, 양파는 깨끗이 씻어 곱게
채 썰고, 부추도 비슷한 길이로 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00252_2.png,"3. 해초는 깨끗이 손질하여
해초 밑간에 재운다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00252_3.png,4. 3가지 소스를 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00252_4.png,5. 차돌박이를 팬에 볶아 준비한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00252_5.png,"6. 볶은 차돌박이와 해초, 부추,
파프리카, 양파를 접시에 담고
삼색소스를 곁들여 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00252_6.png,,,,,,,,,,,,,,,,,,,
40,토마토콩조림,끓이기,반찬,,452.5,16.1,12.9,4.68,26.8,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00262_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00262_1.png,"재료 콩(대두, 100g), 양파(50g), 양송이버섯(30g), 토마토(200g)
양념 설탕(4g), 후춧가루(2g), 파슬리가루(2g)","1. 콩을 충분히 불린 후 냄비에 물과
함께 넣고 삶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00262_1.png,2. 양파와 버섯은 곱게 다진다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00262_2.png,"3. 토마토를 끓는 물에 데쳐 껍질을
벗긴 뒤 으깨 팬에서 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00262_3.png,"4. 양파와 버섯을 넣고 끓여 숨이
죽으면 설탕과 후춧가루로 간을
한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00262_4.png,"5. 삶은 콩을 넣고 조린 뒤
파슬리가루를 뿌려 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00262_5.png,,,,,,,,,,,,,,,,,,,,,
41,관자해장국,끓이기,국&찌개,,440.3,5.57,2.96,1.15,197.4,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00263_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00263_1.png,"재료 풋고추(2g), 붉은 고추(1g), 무(80g), 당근(30g), 양파(50g)
노란 파프리카(30g), 두부(100g)
육수 콩나물(80g), 다시마(7g), 관자(70g), 물(300g)
토마토소스 토마토(200g), 붉은 파프리카(30g), 고춧가루(20g)
발 사믹식초(13g)
양념 다진 마늘(15g)","1. 고추는 어슷 썰고, 무, 당근, 양파,
노란 파프리카, 두부는 납작하게
썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00263_1.png,"2. 토마토소스 재료를 믹서에 갈아
토마토소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00263_2.png,"3. 두부를 제외한 납작 썬 재료를
식용유(5g)를 두른 팬에 볶다가 갈아
놓은 토마토소스를 함께 넣어 볶아
토마토채소소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00263_3.png,"4. 냄비에 육수 재료를 넣고
끓어오르면 다시마를 건진 뒤 다진
마늘을 넣고 다시 끓어오르면
콩나물과 관자를 건져내 따로 둔다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00263_4.png,"5. 육수에 토마토채소소스를 넣어 끓인
후, 마지막으로 두부를 넣어 약 2분
정도 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00263_5.png,"6. 그릇에 담고 덜어놓았던 콩나물과
관자, 고추를 올려 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00263_6.png,,,,,,,,,,,,,,,,,,,
42,바나나크림파스타,끓이기,일품,,684,21.25,5.99,12.89,327.8,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00302_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00302_1.png,"재료 바나나(150g), 아보카도(110g), 토마토(100g), 저염베이컨(46g, 3장)
바질가루(1g), 마늘(10g), 양파(20g), 휘핑크림(80g), 저염치즈(40g)
우유(200g), 소금(2g), 스파게티면(60g)","1. 바나나를 반으로 잘라 반은 편 썰고
반은 으깨고, 아보카도는 껍질과
씨를 제거 한 후 ⅓은 편 썰고
⅔는 으깬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00302_1.png,"2. 토마토는 끓는 물에 데쳐 껍질을
제거하고 얇게 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00302_2.png,"3. 베이컨 2장은 채 썰고,
1장은 구운 뒤 비슷한 크기로
채 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00302_3.png,"4. 베이컨을 구운 기름에 편 썬 바나나,
아보카도, 토마토를 넣고 바질가루를
뿌려 굽는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00302_4.png,"5. 팬에 채 썬 베이컨과 다진 마늘,
다진 양파를 볶은 후 휘핑크림,
저염치즈를 넣고 볶다가 으깬
아보카도, 바나나, 우유를 넣어
농도를 맞추고 소금으로 간해
바나나크림을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00302_5.png,"6. 접시에 구운 바나나, 아보카도,
토마토를 깔고 삶은 스파게티면을
담은 후 바나나크림을 뿌리고
베이컨을 올려 장식해 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00302_6.png,,,,,,,,,,,,,,,,,,,
43,닭갈비볶음면,볶기,일품,,543.4,18.32,4.04,3.39,228.8,가슴살,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00305_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00305_1.png,"재료 마늘(20g), 깻잎(2g), 쪽파(1g), 파프리카(60g), 양파(40g), 대파(10g)
방울토마토(50g), 닭가슴살(30g), 이태리시즈닝(1g), 라면(110g)
양념 카레가루(2g), 고춧가루(1g), 고추장(10g), 참기름(2g)","1. 마늘 5g은 다지고, 나머지 마늘(15g)은
편 썰어 노릇하게 튀긴다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00305_1.png,"2. 깻잎은 채 썰고, 쪽파는 송송 썰고,
파프리카는 주사위 모양으로 썰고,
양파와 대파는 채 썰고,
방울토마토는 반을 갈라 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00305_2.png,"3. 닭가슴살은 어슷하게 납작 썰어
이태리시즈닝에 재운 뒤 팬에 구워
준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00305_3.png,"4. 다진 마늘, 양파, 대파를 팬에 넣고
향을 내다 파프리카와 방울토마토,
양념을 넣고 볶은 뒤 한 김 식혀
믹서에 곱게 갈아 소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00305_4.png,"5. 팬에 소스와 구운 닭가슴살을 넣어
볶다가 삶은 라면을 넣고 재빠르게
볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00305_5.png,"6. 튀긴 마늘과 깻잎, 쪽파를 올려
마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00305_6.png,,,,,,,,,,,,,,,,,,,
44,오색볶음면,볶기,일품,,466.8,25.03,5.26,7.71,952.4,두반장,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00306_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00306_1.png,"재료 양파(40g), 청경채(30g), 두 가지 색 파프리카(각 15g씩)
쪽파(15g), 라면(60g), 채 썬 돼지고기(30g)
양념 다진 마늘(7g), 고추기름(5g), 설탕(4g), 두반장(8g), 라면스프(3g)","1. 양파와 청경채, 파프라카는 채 썰고,
쪽파는 송송 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00306_1.png,"2. 라면은 삶아서 체에 밭쳐 물기를
제거한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00306_2.png,"3. 팬에 식용유(5g)를 두르고 다진
마늘을 볶아 향을 낸 뒤 돼지고기를
볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00306_3.png,"4. 채 썬 양파와 청경채, 파프리카를
함께 넣고 볶다가 고추기름, 설탕,
두반장, 라면스프로 간을 해
볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00306_4.png,"5. 면을 함께 볶은 후 송송 썬 쪽파를
뿌려 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00306_5.png,,,,,,,,,,,,,,,,,,,,,
45,로제소스라면,끓이기,일품,,913.4,15.78,4.73,8.57,698.8,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00307_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00307_1.png,"재료 새우(10g), 조개(20g), 홍합(20g), 새송이버섯(15g), 양파(8g)
토마토(100g), 라면(50g), 우유(200g), 생크림(100g), 월계수잎(5g)
정향(5g), 파르메산 치즈가루(5g), 파슬리가루(8g)","1. 새우, 조개, 홍합은 손질한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00307_1.png,"2. 버섯은 먹기 좋은 크기로 썰고,
양파는 채 썰고, 토마토는 씨를
제거해 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00307_2.png,"3. 라면은 끓는 물에 데친 뒤 체에 밭쳐
물기를 제거한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00307_3.png,"4. 냄비에 식용유(10g)를 두른 뒤
새우와 조개, 홍합을 넣어 살짝 볶아
건진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00307_4.png,"5. 같은 냄비에 토마토, 우유, 생크림을
넣은 뒤 월계수잎과 정향을 넣고
끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00307_5.png,"6. 끓으면 데친 라면, 새송이버섯, 홍합,
새우, 조개, 양파를 넣고 끓여 다
익으면 파르메산 치즈가루를
뿌린 후 그 위에 파슬리가루를 뿌려
마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00307_6.png,,,,,,,,,,,,,,,,,,,
46,라면월남쌈튀김,튀기기,반찬,,422.1,25.83,5.98,15.17,445.1,우등심,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00308_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00308_1.png,"재료 라면(20g), 배(12g), 파인애플(15g), 파프리카(10g), 쇠고기(우둔살, 20g)
레드와인(20g), 매실청(20g), 라이스페이퍼(8g), 달걀(30g)
빵가루(25g), 어린잎채소(10g)
쇠고기 양념장 생강즙(1g), 저염간장(15g), 물(26g)
다진 양파(10g), 다진 파(5g), 다진 마늘(5g)",1. 라면을 살짝 익힌다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00308_1.png,"2. 배와 파인애플을 한입 크기로
썰고, 파프리카는 깍둑 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00308_2.png,"3. 팬에 쇠고기 양념장과 파인애플을
넣어 끓이다가 채 썬 쇠고기를
넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00308_3.png,"4. 레드와인을 넣고 알코올을 날린 뒤
매실청을 넣고 조린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00308_4.png,"5. 라면과 파프리카, 배를 섞은 후
라이스페이퍼에 올려 만다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00308_5.png,"6. 달걀물을 묻힌 후 빵가루를 입혀
튀긴 뒤 그릇에 어린잎채소와 함께
담아 조린 쇠고기를 곁들여 마무리
한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00308_6.png,,,,,,,,,,,,,,,,,,,
47,삼겹살라면,끓이기,일품,,525.2,14.66,3.25,2.97,332.7,삼겹살,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00309_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00309_1.png,"재료 라면(100g), 쪽파(3g)
육수 돼지고기(삼겹살, 60g), 대파(20g), 얇게 썬 생강(5g), 가다랑어포(3g)
조림양념 저염간장(3g), 맛술(8g), 흑설탕(3g)","1. 돼지고기를 차가운 물로 헹구고
냄비에 물(300g), 대파, 생강과 같이
넣고 끓여 돼지고기가 익으면
면포에 거른다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00309_1.png,"2. 냄비에 물(300g)을 넣어 끓으면
가다랑어포를 넣고 1분간 끓이고
불을 꺼 가다랑어포가 가라앉으면
면포에 거르고, 다시 물(300g)을
넣어 면포에 걸러낸 가다랑어포를
넣어 약한 불로 10분간 끓인 뒤
가다랑어포가 가라앉으면 면포에
거른다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00309_2.png,"3. 돼지고기 육수와 가다랑어포 육수를
섞은 뒤 200g을 따로 덜어
조림양념을 넣고 끓이다가
돼지고기를 넣고 조린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00309_3.png,"4. 라면은 삶아 찬물에 헹궈 건지고,
쪽파는 송송 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00309_4.png,"5. 육수를 뜨겁게 끓인 뒤 그릇에
라면사리와 함께 담고,
돼지고기조림, 쪽파를 올리고 팬에
남은 조림 소스를 끼얹어 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00309_5.png,,,,,,,,,,,,,,,,,,,,,
